FICHE;ZONE;NUMECH;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15A;P15B;P16;P17A;P17B;P18A;P18B;P19;P20;P21;P22;P23;P24A;P24B;P25;COEP
2 ;057008;074;02;2;2;084;2;2;2;1;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;5;5;2;075.375
2 ;057009;018;01;1;1;086;2;2;1;1;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;3;5;5;5;2;075.375
2 ;057009;018;02;2;2;082;2;2;2;1;7;0;56;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;5;5;1;075.375
2 ;057009;034;01;2;1;066;1;1;1;5;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;142.288
2 ;057009;038;01;1;1;056;1;2;1;2;1;0;61;3; ;2;090001;06;1;1; ;2; ;5;5;1;4;5;5;5;1;075.375
2 ;057009;038;02;2;2;053;1;2;1;2;1;0;56;3; ;2;047002;19;1;1; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;057009;041;01;1;1;071;1;1;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;075.375
2 ;057009;041;02;1;2;070;2;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;1;6;5;5;5;1;5;5;5;2;075.375
2 ;057009;042;01;1;1;083;2;2;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;2;2;5;5;5;2;075.375
2 ;057009;042;02;2;2;079;1;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;075.375
2 ;058002;013;01;1;1;047;1;1;1;4;1;0;36;3; ;2;061051;18;1;3; ;2; ;4;5;1;2;5;5;5;1;068.543
2 ;058002;013;02;2;2;040;1;1;1;5;1;0;47;3; ;2;076002;13;1;3; ;2; ;4;5;1;2;5;5;5;1;068.543
2 ;058002;013;03;2;3;008;2;2;2;0;5;0;83;3; ;2;061005;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;068.543
2 ;058002;013;04;2;3;005;2;2;2;0;5;0;83;3; ;2;061005;  ; ; ; ;2; ;3;5;5;1;5;5;5;1;068.543
2 ;058002;037;01;2;2;050;1;1;1;5;1;0;36;3; ;2;017004;17;1;3; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058002;037;02;1;1;049;1;1;1;5;1;0;32;3; ;2;061008;16;1;3; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058002;037;03;2;3;020;1;1;1;0;4;0;88;3; ;2;020001;  ;1;1; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058002;047;01;2;2;042;1;1;1;4;1;0;41;3; ;2;048003;17;1;1; ;2; ;5;5;1;5;5;5;5;1;068.543
2 ;058002;047;02;1;1;040;1;1;1;4;1;0;41;3; ;2;057001;15;1;3; ;2; ;1;5;1;4;5;5;5;1;068.543
2 ;058002;047;03;2;3;011;2;1;2;0;5;0;84;1;1;2;058004;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;068.543
2 ;058002;047;04;2;3;005;2;2;2;0;5;0;83;3; ;2;058003;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;068.543
2 ;058002;077;01;1;1;052;1;1;1;3;1;0;46;3; ;2;062051;07;1;2; ;2; ;5;4;1;3;4;5;5;2;058.167
2 ;058002;077;02;2;2;050;1;1;1;3;1;0;46;3; ;2;062051;07;1;2; ;2; ;5;5;1;3;4;5;4;2;058.167
2 ;058002;100;01;1;1;053;1;1;1;3;1;0;55;3; ;2;038051;07;1;3; ;2; ;5;5;1;4;5;5;5;1;072.666
2 ;058002;104;01;1;1;037;1;1;1;2;1;0;55;3; ;2;023001;07;1;3; ;2; ;5;5;1;5;5;5;5;1;068.543
2 ;058002;104;02;2;2;035;1;1;1;3;1;0;54;3; ;2;076003;07;1;3; ;2; ;5;5;1;5;5;5;5;1;068.543
2 ;058002;104;03;1;3;010;1;1;2;0;5;0;83;2;1;2;058004;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;068.543
2 ;058002;104;04;2;3;008;2;2;2;0;5;0;83;3; ;2;058003;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;068.543
2 ;058002;107;01;2;1;070;1;2;1;1;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;5;5;4;2;072.666
2 ;058002;132;01;1;1;046;1;1;1;2;1;0;54;3; ;2;061051;18;2; ;2;2; ;2;5;1;4;5;5;2;1;072.666
2 ;058002;136;01;2;2;029;1;1;1;3;2;0;46;3; ;2;030001;11;1;2; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058002;136;02;1;1;029;1;1;1;2;1;0;21;3; ;1;058002;06;1;1; ;2; ;5;5;1;3;5;5;5;1;068.586
2 ;058002;136;03;1;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;068.586
2 ;058002;146;01;2;1;035;1;1;1;5;6;0;36;2;2; ;      ;  ; ; ; ;2; ;5;5;3;2;5;4;4;2;072.666
2 ;058002;150;01;2;2;055;1;2;1;1;6;0;23;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;5;1;058.167
2 ;058002;150;02;1;1;051;2;2;1;1;8;0;23;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;5;1;058.167
2 ;058002;163;01;1;1;052;1;1;1;3;1;0;22;3; ;2;061005;07;1;3; ;2; ;4;4;1;5;5;5;5;1;068.586
2 ;058002;163;02;2;2;045;2;2;1;4;1;0;22;3; ;2;061005;07;1;3; ;2; ;4;4;1;5;5;5;5;1;068.586
2 ;058002;163;03;2;3;013;1;1;2;0;5;0;84;3; ;2;061005;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;068.586
2 ;058003;002;01;1;1;059;1;1;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;3;5;2;2;5;3;4;1;058.167
2 ;058003;002;02;2;2;058;1;1;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;3;5;2;2;5;3;4;1;058.167
2 ;058003;004;01;1;1;053;1;1;1;5;2;0;36;3; ;2;077004;13;1;3; ;1;5;5;2;2;5;5;5;5;1;072.666
2 ;058003;005;01;1;1;070;1;1;1;1;7;0;54;3; ; ;      ;  ; ; ; ;2; ;1;5;2;2;5;5;4;1;058.167
2 ;058003;005;02;2;2;063;1;1;1;1;7;0;54;3; ; ;      ;  ; ; ; ;2; ;3;5;2;2;5;5;4;1;058.167
2 ;058003;015;01;2;1;064;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;5;1;5;5;5;1;058.167
2 ;058003;015;02;2;3;035;1;1;1;5;1;0;46;3; ;2;031051;07;1;2; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058003;017;01;2;2;064;1;2;1;6;7;0;21;2;1; ;      ;  ; ; ; ;2; ;2;5;1;5;2;2;5;1;058.167
2 ;058003;017;02;1;1;062;2;2;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;3;5;2;2;2;2;5;1;058.167
2 ;058003;018;01;2;1;048;1;1;1;5;2;0;41;3; ;2;057002;16;1;2; ;2; ;3;5;1;5;2;5;4;1;072.666
2 ;058003;019;01;1;1;076;1;1;1;2;7;0;23;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;2;3;4;2;072.666
2 ;058003;020;01;2;1;047;1;1;1;5;1;0;32;3; ;2;048003;17;1;1; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058003;020;02;2;3;019;1;1;2;0;4;0;87;3; ;2;022001;  ;3; ;1;2; ;5;1;5;5;5;2;4;1;068.586
2 ;058003;020;03;2;3;015;1;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;2;5;5;5;1;4;4;1;068.586
2 ;058003;023;01;1;1;055;1;1;1;3;1;0;47;3; ;2;078007;13;1;2; ;2; ;5;5;1;5;5;5;5;1;072.666
2 ;058003;026;01;1;1;072;2;2;1;1;7;0;61;3; ; ;      ;  ; ; ; ;1;9;5;5;5;4;5;5;5;1;072.666
2 ;058003;040;01;1;1;046;1;1;1;2;1;0;47;3; ;2;061051;18;2; ;2;2; ;2;2;4;5;5;5;5;1;068.543
2 ;058003;040;02;2;2;041;2;1;1;3;2;0;41;3; ;2;058002;15;3; ;2;2; ;5;5;2;5;5;5;5;1;068.543
2 ;058003;040;03;1;3;017;1;1;3;0;5;0;85;3; ;2;061053;  ; ; ; ;2; ;5;1;5;4;5;5;5;1;068.543
2 ;058003;040;04;2;3;013;1;1;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;4;1;5;5;1;068.543
2 ;058003;048;01;2;2;050;1;1;1;5;2;0;51;3; ;2;048005;15;1;3; ;2; ;2;5;1;5;5;5;5;1;068.543
2 ;058003;048;02;1;1;046;1;1;1;3;1;0;47;3; ;2;055003;15;2; ;3;2; ;5;1;5;5;5;5;5;1;068.543
2 ;058003;048;03;1;3;012;2;2;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;068.543
2 ;058003;048;04;2;3;012;2;2;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;5;5;5;2;1;5;5;1;068.543
2 ;058003;049;01;2;2;029;1;1;1;5;1;0;36;3; ;2;062002;07;1;3; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058003;049;02;1;1;028;1;1;1;3;1;0;61;3; ;2;019001;07;1;3; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058003;049;03;2;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;068.586
2 ;058003;055;01;2;1;058;1;1;1;4;6;0;46;2;2; ;      ;  ; ; ; ;2; ;5;5;2;4;4;3;5;1;072.666
2 ;058003;061;01;1;1;076;2;2;2;2;9;0;82;3; ; ;      ;  ; ; ; ;1;4;5;5;5;4;5;5;5;1;072.666
2 ;058003;063;01;1;1;039;1;1;1;3;1;0;41;3; ;2;031006;15;3; ;3;2; ;5;1;4;4;5;5;5;1;058.167
2 ;058003;063;02;1;3;006;2;2;2;0;5;0;83;3; ;2;058003;  ; ; ; ;2; ;5;2;5;4;5;5;5;1;058.167
2 ;058003;078;01;1;1;075;2;1;1;4;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;4;4;5;1;058.167
2 ;058003;078;02;2;2;065;1;1;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;4;4;5;1;058.167
2 ;058003;080;01;1;1;047;1;1;1;3;1;0;61;3; ;2;058002;03;1;2;3;2; ;4;2;1;4;5;5;5;1;068.543
2 ;058003;080;02;2;2;033;1;1;1;2;8;0;82;3; ; ;      ;  ; ; ; ;2; ;4;5;1;3;5;5;5;1;068.543
2 ;058003;080;03;2;3;011;1;2;2;0;5;0;84;2;1;2;058004;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;068.543
2 ;058003;080;04;2;3;006;2;2;2;0;5;0;83;3; ;2;058003;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;068.543
2 ;058003;086;01;1;1;057;1;1;1;4;1;0;23;3; ;2;023001;13;1;2; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058003;086;02;2;2;055;1;1;1;3;1;0;55;3; ;2;035005;07;1;3; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058003;086;03;1;3;033;1;1;1;5;1;0;36;3; ;2;023001;13;3; ;2;2; ;5;5;5;1;5;5;5;1;068.586
2 ;058003;093;01;1;1;066;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;157.853
2 ;058003;093;02;2;2;065;1;1;1;2;7;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;5;1;157.853
2 ;058003;093;03;1;3;039;1;1;2;2;6;0;81;3; ; ;      ;  ; ; ; ;2; ;5;1;5;1;5;5;5;1;157.853
2 ;058003;093;04;2;4;025;2;1;1;5;1;0;51;3; ;2;022004;17;1;3; ;2; ;5;5;1;4;5;5;5;1;157.853
2 ;058003;093;05;2;4;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;157.853
2 ;058003;093;06;1;4;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;157.853
2 ;058003;098;01;2;1;083;2;2;2;2;8;0;82;3; ; ;      ;  ; ; ; ;1;9;5;5;5;2;4;4;4;2;072.666
2 ;058003;103;01;1;1;062;1;2;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;5;5;5;1;058.167
2 ;058003;103;02;2;2;056;1;2;1;3;2;0;56;3; ;2;099004;19;1;3;3;2; ;3;5;1;4;5;5;5;1;058.167
2 ;058003;106;01;1;1;080;1;2;1;2;7;0;21;3; ; ;      ;  ; ; ; ;2; ;5;5;2;5;5;5;5;1;072.666
2 ;058003;137;01;2;1;064;1;1;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;2;072.666
2 ;058003;141;01;2;1;069;1;1;1;4;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;3;2;5;4;4;4;2;072.666
2 ;058003;161;01;1;1;066;2;1;1;4;7;0;36;3; ; ;      ;  ; ; ; ;2; ;4;5;2;4;5;5;5;1;058.167
2 ;058003;161;02;2;2;063;1;1;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;4;5;2;4;5;5;5;1;058.167
2 ;058003;180;01;1;1;045;1;1;1;2;1;0;21;3; ;1;058003;06; ; ; ;2; ;5;2;1;4;5;5;5;3;058.167
2 ;058003;180;02;2;2;031;1;1;1;3;1;0;51;3; ;2;019002;17;1;2; ;2; ;5;5;1;4;5;5;5;3;058.167
2 ;058004;022;01;2;1;040;1;1;1;4;1;0;46;3; ;2;031051;08;1;2; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058004;022;02;2;3;015;1;1;2;0;5;0;85;2;1;2;047001;  ; ; ; ;2; ;5;5;5;2;1;4;5;1;068.586
2 ;058004;022;03;2;3;012;1;1;2;0;5;0;84;3; ;2;058004;  ; ; ; ;2; ;5;5;5;5;5;5;5;1;068.586
2 ;058004;034;01;1;1;063;1;1;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;058.167
2 ;058004;034;02;2;2;062;1;1;1;2;7;0;66;3; ; ;      ;  ; ; ; ;2; ;5;5;4;2;5;5;5;1;058.167
2 ;058004;036;01;2;1;041;1;1;1;5;1;0;31;3; ;1;058004;17;1;3; ;2; ;5;5;1;5;5;4;2;1;072.666
2 ;058004;042;01;1;1;042;1;1;1;5;1;0;36;3; ;2;058051;03;1;3; ;2; ;5;5;1;5;5;5;5;1;072.666
2 ;058004;056;01;2;1;094;2;2;1;2;8;0;82;3; ; ;      ;  ; ; ; ;1;4;5;5;5;2;5;5;5;2;072.666
2 ;058004;060;01;2;2;038;1;1;1;5;1;0;46;3; ;2;999999;07;1;1; ;2; ;5;5;1;4;5;5;5;1;068.543
2 ;058004;060;02;1;1;036;1;1;1;5;1;0;36;3; ;2;076054;13;1;3; ;2; ;5;5;1;4;5;5;5;1;068.543
2 ;058004;060;03;1;3;010;2;2;2;0;5;0;83;3; ;2;058004;  ; ; ; ;2; ;4;5;5;1;5;5;5;1;068.543
2 ;058004;060;04;2;3;002; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;068.543
2 ;058004;079;01;2;1;078;2;2;1;3;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;4;2;072.666
2 ;058004;082;01;1;1;053;1;2;1;3;1;0;47;3; ;2;031004;07;1;2; ;2; ;2;2;1;4;4;4;5;1;058.167
2 ;058004;082;02;2;2;053;1;2;1;2;2;0;61;3; ;2;049004;08;1;3; ;2; ;1;2;1;3;4;4;4;1;058.167
2 ;058004;096;01;2;2;055;1;1;1;4;1;0;10;3; ;1;058004;01; ; ; ;2; ;5;5;1;3;5;5;4;1;058.167
2 ;058004;096;02;1;1;055;1;1;1;4;1;0;21;3; ;1;058004;14; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058004;118;01;1;1;029;1;1;1;5;1;0;32;3; ;2;068006;17;1;1; ;2; ;1;5;1;4;5;5;4;1;068.586
2 ;058004;118;02;2;2;029;1;1;1;5;1;0;32;3; ;2;076005;13;1;3; ;2; ;4;5;1;3;4;4;4;1;068.586
2 ;058004;118;03;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;068.586
2 ;058004;148;01;1;1;073;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;4;5;1;5;4;4;5;1;058.167
2 ;058004;148;02;2;2;061;1;1;1;4;7;0;47;3; ; ;      ;  ; ; ; ;2; ;4;5;1;3;4;4;5;1;058.167
2 ;058005;021;01;1;1;030;1;1;1;5;1;0;36;3; ;2;076053;13;1;3; ;2; ;5;2;1;5;5;5;5;1;072.666
2 ;058005;027;01;1;1;079;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058005;027;02;2;2;076;1;1;1;5;7;0;47;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058005;028;01;1;1;081;1;2;1;2;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058005;028;02;2;2;072;1;2;1;5;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;4;1;058.167
2 ;058005;046;01;2;1;069;1;1;1;2;7;0;51;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;072.666
2 ;058005;108;01;2;2;047;1;1;1;2;1;0;22;3; ;2;045004;09;1;2; ;2; ;5;5;1;1;5;5;5;1;068.586
2 ;058005;108;02;1;1;036;1;1;1;3;1;0;22;3; ;2;045004;09;1;2; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058005;108;03;2;4;020;1;1;1;0;3;0;89;2;1;2;031004;  ;2; ;1;2; ;5;5;2;2;5;2;2;1;068.586
2 ;058005;125;01;1;1;041;1;1;1;2;1;0;61;3; ;2;009003;06;1;2; ;2; ;2;5;1;5;5;5;5;1;072.666
2 ;058005;133;01;1;1;027;1;1;1;3;1;0;61;3; ;2;031006;08;1;2; ;2; ;5;5;1;5;5;5;5;1;058.167
2 ;058005;133;02;2;2;022;1;1;2;3;1;0;55;3; ;2;058003;07;3; ;3;2; ;5;5;5;3;3;5;5;1;058.167
2 ;058005;171;01;1;1;027;1;1;1;4;1;0;47;3; ;2;031005;18;1;2; ;2; ;5;5;1;2;5;5;5;1;058.167
2 ;058005;171;02;2;2;027;1;1;1;4;1;0;41;3; ;2;007051;17;1;1; ;2; ;5;5;1;1;5;5;5;1;058.167
2 ;058006;007;01;1;1;058;1;1;1;2;1;0;61;3; ;2;077001;14;1;2; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058006;007;02;2;2;052;1;1;1;4;1;0;46;3; ;2;093002;04;1;2; ;2; ;5;5;1;3;5;5;5;1;058.167
2 ;058006;008;01;1;1;060;1;1;1;5;7;0;55;3; ; ;      ;  ; ; ; ;1;5;5;5;4;3;5;5;5;2;058.167
2 ;058006;008;02;2;2;055;1;1;1;4;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058006;012;01;1;1;063;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;4;4;3;1;058.167
2 ;058006;012;02;2;2;063;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;2;4;4;3;1;058.167
2 ;058006;024;01;1;1;079;2;1;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;4;1;058.167
2 ;058006;024;02;2;2;074;1;1;1;2;7;0;22;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;4;1;058.167
2 ;058006;031;01;2;1;076;1;2;2;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;5;2;2;2;3;1;072.666
2 ;058006;033;01;2;1;060;1;1;1;5;7;0;32;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;4;4;1;072.666
2 ;058006;035;01;1;1;024;1;1;1;5;1;0;31;3; ;2;076054;10;1;3; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058006;035;02;2;2;022;1;1;1;0;4;0;88;1;1;2;020001;  ;1;3; ;2; ;5;5;4;2;5;1;4;1;058.167
2 ;058006;038;01;1;1;052;1;1;1;5;1;0;23;3; ;2;999004;06;1;1; ;2; ;5;5;1;5;5;5;5;1;068.543
2 ;058006;038;02;2;2;037;1;1;1;5;1;0;23;3; ;2;999004;06;1;1; ;2; ;5;5;5;1;5;5;5;1;068.543
2 ;058006;038;03;1;3;013;1;1;2;0;5;0;84;1;1;2;064003;  ; ; ; ;2; ;5;5;5;2;5;1;5;1;068.543
2 ;058006;038;04;1;3;010;1;1;2;0;5;0;83;1;1;2;064003;  ; ; ; ;2; ;5;5;5;2;5;1;5;1;068.543
2 ;058006;053;01;2;1;059;1;1;1;3;7;0;23;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;072.666
2 ;058006;057;01;2;1;065;1;1;1;5;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;2;3;5;5;4;1;072.666
2 ;058006;058;01;2;1;074;2;2;1;5;7;0;41;3; ; ;      ;  ; ; ; ;1;4;5;5;5;2;5;5;5;2;072.666
2 ;058006;059;01;1;1;062;1;1;1;5;1;0;36;3; ;1;058006;19; ; ; ;2; ;5;5;1;4;4;4;4;2;068.586
2 ;058006;059;02;2;2;057;1;1;1;4;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;4;4;4;1;068.586
2 ;058006;059;03;1;3;022;1;1;1;4;1;0;47;3; ;2;076005;03;1;3;3;2; ;5;4;1;4;5;5;4;1;068.586
2 ;058006;064;01;2;1;033;1;1;1;5;1;0;31;3; ;2;046005;17;1;2; ;2; ;5;5;1;5;5;5;5;1;072.666
2 ;058006;065;01;1;1;042;2;1;1;4;1;0;36;2;1;2;200005;13;3; ;1;2; ;5;1;5;4;5;5;2;1;058.167
2 ;058006;065;02;2;2;032;1;1;1;5;1;0;54;3; ;2;002003;15;1;2; ;2; ;5;5;1;2;5;5;5;1;058.167
2 ;058006;074;01;1;1;035;2;2;2;2;1;0;61;3; ;2;038051;07;3; ;3;2; ;5;1;5;4;5;5;5;1;068.586
2 ;058006;074;02;2;2;033;1;1;1;5;1;0;41;3; ;2;009002;17;1;1; ;2; ;5;5;1;5;5;5;5;1;068.586
2 ;058006;074;03;1;3;003; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;068.586
2 ;058006;075;01;2;2;022;1;1;1;4;1;0;54;3; ;2;076003;13;1;2; ;2; ;4;5;1;4;5;5;4;1;058.167
2 ;058006;075;02;1;1;021;1;1;1;3;1;0;55;3; ;2;077001;07;3; ;1;2; ;4;1;3;2;5;5;5;1;058.167
2 ;058006;088;01;1;1;075;2;1;1;2;7;0;61;3; ; ;      ;  ; ; ; ;2; ;5;3;2;5;5;5;5;1;058.167
2 ;058006;088;02;2;2;070;1;1;1;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;3;1;5;5;5;5;1;058.167
2 ;058006;099;01;2;1;040;1;1;1;5;1;0;46;3; ;2;061051;18;1;2; ;1;9;1;5;2;5;5;5;5;1;058.167
2 ;058006;099;02;2;3;001; ; ; ; ; ; ;  ; ; ; ;      ;  ; ; ; ; ; ; ; ; ; ; ; ; ; ;058.167
2 ;058006;102;01;1;1;078;1;1;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;1;058.167
2 ;058006;102;02;2;2;076;1;2;1;2;7;0;54;3; ; ;      ;  ; ; ; ;2; ;5;5;1;1;5;5;5;2;058.167
2 ;058006;119;01;1;1;033;1;2;1;3;1;0;61;3; ;2;075002;06;1;1; ;2; ;3;1;1;4;5;5;5;1;072.666
2 ;058006;127;01;2;2;062;1;1;1;1;7;0;54;3; ; ;      ;  ; ; ; ;2; ;4;5;4;3;3;3;4;1;058.167
2 ;058006;127;02;1;1;056;1;2;1;4;1;0;22;3; ;2;049002;19;3; ;3;2; ;3;1;3;4;4;5;5;1;058.167
2 ;058006;128;01;1;1;079;1;2;1;4;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;3;5;5;5;1;058.167
2 ;058006;128;02;2;2;074;1;2;1;2;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;4;3;1;5;5;5;1;058.167
2 ;058006;144;01;2;2;047;1;1;1;5;1;0;36;3; ;2;030001;11;1;2; ;2; ;4;5;1;3;5;5;5;1;068.586
2 ;058006;144;02;1;1;047;1;1;1;5;1;0;36;3; ;2;076003;13;1;2; ;2; ;4;4;1;3;5;5;5;1;068.586
2 ;058006;144;03;1;3;009;2;2;2;0;5;0;83;2;1;2;058006;  ; ; ; ;2; ;4;5;5;1;5;5;4;1;068.586
2 ;058006;145;01;1;1;080;1;2;1;2;7;0;46;3; ; ;      ;  ; ; ; ;2; ;5;5;1;5;5;5;5;1;058.167
2 ;058006;145;02;2;2;080;2;2;1;3;7;0;55;3; ; ;      ;  ; ; ; ;2; ;5;5;3;1;5;5;5;1;058.167
2 ;058006;157;01;1;1;063;1;1;1;5;7;0;36;3; ; ;      ;  ; ; ; ;2; ;2;2;2;4;4;5;5;1;072.666
2 ;058006;165;01;1;1;031;1;1;1;5;1;0;36;3; ;2;076003;13;1;2; ;2; ;3;5;1;3;4;4;4;1;058.167
2 ;058006;165;02;2;2;029;1;1;1;5;1;0;36;3; ;2;058051;13;1;2; ;2; ;3;5;1;3;4;4;4;1;058.167
2 ;058006;174;01;1;1;086;1;2;1;5;7;0;10;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;2;058.167
2 ;058006;174;02;2;2;076;1;2;1;5;7;0;41;3; ; ;      ;  ; ; ; ;2; ;5;5;1;4;5;5;5;2;058.167
2 ;059001;024;01;1;1;065;2;2;1;3;7;0;36;3; ; ;      ;  ; ; ; ;2; ;2;5;2;5;5;5;4;1;055.579
2 ;059001;024;02;2;2;060;1;2;1;3;8;0;82;3; ; ;      ;  ; ; ; ;2; ;5;5;4;2;5;3;4;2;055.579
2 ;059001;026;01;1;1;053;2;2;1;2;1;0;47;3; ;2;059001;07;3; ;1;2; ;5;1;4;4;4;5;5;1;134.819
2 ;059001;026;02;2;2;054;2;2;1;2;1;0;55;3; ;2;059002;07;3; ;1;2; ;5;4;4;4;4;5;5;1;134.819
2 ;059001;026;03;1;3;018;1;1;1;2;1;0;66;3; ;2;059005;09;3; ;3;2; ;1;2;3;5;5;5;5;1;134.819
2 ;059001;041;01;1;1;095;2;2;1;3;7;0;46;3; ; ;      ;  ; ; ; ;1;9;5;5;5;1;5;5;5;1;089.916
2 ;059001;058;01;1;1;042;1;1;1;2;1;0;51;3; ;2;200006;15;1;4;3;2; ;5;1;3;3;4;3;4;1;043.410
2 ;059001;058;02;2;2;035;1;2;1;2;1;0;56;3; ;1;059001;17;1;1; ;2; ;2;5;2;3;3;4;3;1;043.410
2 ;059001;058;03;2;3;010;2;2;2;0;5;0;83;3; ;2;060007;  ; ; ; ;2; ;2;5;5;2;3;4;3;1;043.410
